Data,precipitation-NE,precipitation-N,precipitation-C.O.,precipitation-SE,precipitation-S
2016-10,6.428232e-06,4.6592242e-05,6.0569248e-05,6.236942e-05,6.1046645e-05
2016-11,5.7491256e-05,9.4369636e-05,0.0001044046,0.00010385786,4.130926e-05
2016-12,3.0637013e-05,9.309868e-05,0.0001348741,9.889693e-05,3.4781046e-05
2017-01,8.706096e-05,5.8954294e-05,0.0001610029,0.000113983144,2.469863e-05
2017-02,8.841485e-05,8.2445724e-05,0.00014979437,9.913856e-05,6.667331e-05
2017-03,9.7111406e-05,0.00011104497,6.1326595e-05,9.777691e-05,4.7490365e-05
2017-04,3.4269313e-05,0.00010535992,1.0997751e-05,9.519446e-06,7.818223e-06
2017-05,6.6376874e-06,5.434936e-05,9.303808e-07,4.3534815e-06,1.3031539e-05
2017-06,4.2429633e-06,1.3205425e-05,1.0465249e-06,3.62129e-06,2.5478299e-05
2017-07,1.2351093e-06,7.256849e-06,3.635417e-07,6.548409e-06,2.8197775e-05
2017-08,5.1449024e-07,2.801108e-06,2.017732e-08,9.718137e-07,1.46074535e-05
2017-09,1.5284782e-06,8.609469e-06,1.557289e-05,1.7269238e-05,4.8733964e-05
2017-10,5.0848203e-06,2.5421314e-05,4.1830146e-05,4.9852366e-05,0.00010735421
2017-11,2.5801819e-05,5.2260264e-05,7.357509e-05,8.5301144e-05,6.328784e-05
2017-12,7.624917e-05,6.634043e-05,7.352992e-05,0.0001288455,3.5466215e-05
2018-01,0.00012813797,3.233394e-05,0.00014036552,9.7542244e-05,4.660942e-05
2018-02,4.8159643e-05,8.499094e-05,6.621198e-05,3.733108e-05,7.315927e-05
2018-03,7.267292e-05,7.3770774e-05,6.739489e-05,5.0923853e-05,6.0500483e-05
2018-04,7.4983385e-05,9.8131655e-05,8.0124315e-05,4.4739765e-05,2.9483475e-05
2018-05,1.2756269e-05,5.3342883e-05,1.1691072e-05,2.0116604e-05,5.835891e-05
2018-06,6.161162e-06,2.3406741e-05,1.2228179e-05,4.0642903e-05,2.0709766e-05
2018-07,1.8792658e-06,7.724335e-06,4.569195e-06,1.861302e-05,1.1137412e-05
2018-08,1.0724157e-06,4.4639282e-06,6.2468184e-06,1.2243407e-05,4.539891e-05
2018-09,3.0094202e-06,7.825956e-06,2.2167953e-05,5.9575883e-05,8.6141044e-05
2018-10,7.639525e-06,4.8912647e-05,7.443179e-05,0.00010198388,8.734773e-05
2018-11,1.5028568e-05,7.7249046e-05,9.777079e-05,8.944806e-05,5.01321e-05
2018-12,3.962003e-05,0.000115023424,0.00010569621,9.6836724e-05,6.702388e-05
2019-01,4.7856007e-05,8.919924e-05,0.00018323821,0.00013931857,4.812343e-05
2019-02,8.29103e-05,9.9630815e-05,0.00015575999,8.39007e-05,8.0737496e-05
2019-03,0.000119423144,0.00010860166,7.425058e-05,6.6666165e-05,3.7614518e-05
2019-04,5.467524e-05,0.0001047712,2.7252985e-05,3.5133096e-05,3.013954e-05
2019-05,3.706193e-05,7.699758e-05,1.0613017e-05,1.469173e-05,8.9100695e-06
2019-06,5.14813e-06,2.7285543e-05,4.7164685e-06,1.9901861e-05,1.8411494e-05
2019-07,2.9679932e-06,8.851418e-06,1.8501777e-06,4.113842e-06,3.924619e-05
2019-08,6.3362285e-07,1.0858981e-05,1.5107064e-06,9.076723e-06,3.5751298e-05
2019-09,5.7671167e-07,2.2708426e-05,2.2601753e-06,4.9003797e-06,4.6716952e-05
2019-10,2.253854e-05,4.9076996e-05,5.2524116e-05,7.7254124e-05,5.118949e-05
2019-11,2.4905663e-05,0.00010503548,8.210886e-05,7.4768934e-05,6.676777e-05
2019-12,6.56875e-05,0.00011142478,8.152349e-05,7.302662e-05,5.9049446e-05
2020-01,6.5038475e-05,8.9619236e-05,0.00013635047,9.125827e-05,4.4319793e-05
2020-02,0.00010781923,8.660094e-05,0.00012105771,0.00012169327,2.8736731e-05
2020-03,8.3879066e-05,9.68324e-05,0.000104954444,9.310967e-05,3.8707552e-05
2020-04,7.57309e-05,0.000103999264,2.9727746e-05,5.2845528e-05,4.0445866e-05
2020-05,2.1803062e-05,6.001474e-05,2.307956e-06,5.7540806e-06,3.814449e-05
2020-06,4.3356413e-06,2.6340667e-05,2.218235e-06,6.6755656e-06,3.1688072e-05
2020-07,1.898427e-06,7.0512997e-06,7.4302426e-07,2.4891312e-06,2.5530313e-05
2020-08,8.63221e-07,2.5442268e-06,6.849854e-07,7.929736e-06,1.3804519e-05
2020-09,1.0189444e-06,1.1742732e-05,1.8155626e-05,2.8804596e-05,1.7051183e-05
2020-10,7.6261317e-06,4.870843e-05,5.48672e-05,6.0052276e-05,6.678981e-05
2020-11,2.5261332e-05,0.000105398234,9.4815085e-05,0.00010521944,3.635679e-05
2020-12,7.481227e-05,9.652765e-05,9.45227e-05,7.8776524e-05,3.7862545e-05
2021-01,5.8132973e-05,7.687194e-05,0.00011447713,0.00011143759,4.7963615e-05
2021-02,0.00017849093,7.0920665e-05,0.0001379248,9.8117016e-05,2.6008609e-05
2021-03,9.6992735e-05,9.5088115e-05,0.00012933293,9.856309e-05,2.5501682e-05
2021-04,3.3100463e-05,9.4501156e-05,3.518653e-05,1.2077066e-05,6.200926e-05
2021-05,6.204633e-06,5.219663e-05,2.1989028e-06,7.2278563e-06,1.7297132e-05
2021-06,5.1678635e-06,1.13790675e-05,7.369979e-07,2.899154e-06,1.793657e-05
2021-07,1.8076877e-06,4.1012186e-06,4.3769688e-07,6.0839848e-06,1.868965e-05
2021-08,7.1063266e-07,4.27371e-06,8.197065e-07,1.6456921e-05,2.4346593e-05
2021-09,1.3555276e-06,1.1158093e-05,1.0651063e-05,5.2530995e-06,6.861106e-05
2021-10,8.317371e-06,4.3009983e-05,6.5152744e-05,6.915594e-05,4.3226086e-05
2021-11,6.8645546e-05,0.000105798594,8.6262364e-05,7.4553885e-05,2.9335766e-05
2021-12,2.994348e-05,0.00010946764,0.00012939172,8.8755995e-05,5.2188545e-05
2022-01,4.6831912e-05,0.0001068318,0.000105621395,3.3367112e-05,7.2115516e-05
2022-02,3.1551284e-05,0.000114267015,6.220353e-05,2.7126072e-05,6.69493e-05
2022-03,6.349106e-05,0.00012707344,0.00010353753,7.309448e-05,3.4363915e-05
2022-04,1.5929356e-05,7.522956e-05,6.425513e-06,4.0596346e-06,3.876277e-05
2022-05,9.3910185e-06,5.4929376e-05,2.4784556e-06,8.393828e-06,2.910247e-05
2022-06,4.9644404e-06,2.3620181e-05,2.2476797e-06,7.0020105e-06,2.3981764e-05
2022-07,1.3651318e-06,4.523444e-06,4.2805001e-07,2.9095813e-06,2.4294712e-05
2022-08,6.534585e-07,4.152804e-06,1.807693e-06,7.3284755e-06,1.3722568e-05
2022-09,8.8775766e-07,1.2945274e-05,1.4633188e-06,7.228685e-06,2.7308286e-05
2022-10,7.788103e-06,5.1342715e-05,7.879613e-05,5.864436e-05,5.1930314e-05
2022-11,7.6065146e-05,8.069233e-05,0.00010022814,6.228205e-05,6.0310373e-05
2022-12,5.498688e-05,0.00010338472,0.00013084926,0.00010978336,6.380967e-05
2023-01,6.160622e-05,0.0001082776,9.02088e-05,3.8242604e-05,6.594262e-05
2023-02,5.294599e-05,0.00010203051,9.9556404e-05,6.755481e-05,3.4424836e-05
2023-03,0.00012097879,9.0251124e-05,8.062344e-05,7.582348e-05,2.9244045e-05
2023-04,7.6053024e-05,0.00011172074,2.5319665e-05,2.6561745e-05,2.5734997e-05
2023-05,1.01053e-05,4.6018074e-05,1.706285e-06,5.8248916e-06,2.3880568e-05
2023-06,3.6763256e-06,2.9389106e-05,3.289344e-06,1.0942981e-05,3.777371e-05
2023-07,1.595786e-06,4.6230825e-06,3.5201302e-07,3.258061e-06,2.0886e-05
2023-08,6.6125557e-07,5.2073865e-06,3.9491642e-06,1.5980339e-05,4.8115515e-05
2023-09,6.892466e-07,1.010571e-05,1.8412262e-05,1.891706e-05,3.8623682e-05
2023-10,9.9073395e-06,3.3045813e-05,2.7079424e-05,7.3930714e-05,7.8030505e-05
2023-11,3.7224152e-05,5.4985794e-05,8.966265e-05,8.635971e-05,6.802933e-05
2023-12,4.0870786e-05,4.722399e-05,9.6299904e-05,0.00013235635,7.3167364e-05
2024-01,4.378259e-05,5.5535762e-05,0.00013660437,0.00013226306,5.3724783e-05
2024-02,8.1146965e-05,6.500819e-05,9.5213654e-05,8.772571e-05,5.373551e-05
2024-03,7.033561e-05,6.948427e-05,6.623073e-05,6.7495304e-05,6.256646e-05
2024-04,2.3778113e-05,8.45326e-05,1.2232418e-05,1.490224e-05,5.158662e-05
2024-05,9.841915e-06,5.5406184e-05,1.10029005e-05,1.8769859e-05,3.612112e-05
2024-06,6.7647647e-06,2.0942414e-05,5.8446644e-06,2.1497946e-05,4.8331316e-05
2024-07,1.0525883e-06,4.8481797e-06,1.0456175e-06,1.9817939e-05,1.7008713e-05
2024-08,9.651482e-07,5.9009803e-06,1.8569007e-06,1.8697447e-05,1.9926818e-05
2024-09,1.4398211e-06,1.5920203e-05,3.2869361e-06,1.0711124e-05,4.1358227e-05
2024-10,5.7509847e-06,2.6235213e-05,6.1655504e-05,8.526101e-05,8.3696934e-05
2024-11,3.2492047e-05,8.51291e-05,0.00010878624,9.065092e-05,6.5703214e-05
2024-12,5.9336264e-05,8.676231e-05,0.00013280232,9.492921e-05,6.101533e-05
2025-01,4.5294197e-05,8.580611e-05,0.00016291717,0.00012322681,3.1909567e-05
2025-02,6.0177663e-05,0.000101105165,0.00013067412,9.906173e-05,5.302404e-05
2025-03,0.00011019771,0.00010153795,6.821318e-05,8.070153e-05,4.1272844e-05
2025-04,0.00011755052,0.000111836125,1.8681669e-05,2.539267e-05,2.1940541e-05
2025-05,1.2969998e-05,5.3622054e-05,6.624442e-06,8.6071905e-06,4.016688e-05
2025-06,1.0819906e-05,2.5963636e-05,1.1419863e-06,4.6382847e-06,2.2037024e-05
2025-07,2.2580418e-06,2.6767516e-06,4.0874048e-07,4.022604e-06,2.920999e-06
2025-08,1.4469379e-06,1.4192494e-05,6.939942e-06,9.22646e-06,3.3065204e-05
2025-09,1.2690664e-06,2.4678611e-05,1.0620997e-05,1.7211049e-05,3.8848095e-05
2025-10,1.1608647e-05,4.2908327e-05,4.5466404e-05,7.714101e-05,8.283618e-05
2025-11,2.517749e-05,0.00010150745,0.00011103963,9.494773e-05,4.7420217e-05
2025-12,6.561655e-05,0.000106254854,0.00012898946,0.00010292092,5.8363225e-05
2026-01,5.7631623e-05,9.789443e-05,0.000107552245,7.528103e-05,6.605969e-05
2026-02,6.6176624e-05,9.7736556e-05,0.00013715077,0.00011693362,4.2126325e-05
2026-03,7.9897196e-05,0.00011129833,9.5819836e-05,7.489682e-05,6.954597e-05
2026-04,8.8468645e-05,8.794666e-05,3.9095812e-05,3.969723e-05,2.359517e-05
2026-05,1.2446355e-05,4.230152e-05,3.7419484e-06,1.292506e-05,1.5062793e-05
2026-06,3.954271e-06,1.7289676e-05,7.9182007e-07,3.7659725e-06,6.38284e-06
2026-07,2.3229536e-06,1.9024542e-06,8.4099906e-07,4.878611e-06,9.014203e-06
2026-08,8.204804e-07,3.993723e-06,1.3366757e-06,4.8957068e-06,1.1541042e-05
2026-09,4.523326e-07,8.205709e-06,9.896652e-07,3.7400794e-06,3.944689e-05
2026-10,2.7417786e-06,2.3321589e-05,2.8412991e-05,3.9927138e-05,6.217772e-05
2026-11,4.728033e-05,0.000104672275,7.823431e-05,5.9920498e-05,5.2901938e-05
2026-12,5.9387377e-05,9.388952e-05,0.00012268625,9.166401e-05,4.106402e-05
2027-01,7.506159e-05,8.027988e-05,0.00018597869,0.00013140134,3.6916997e-05
2027-02,4.467732e-05,0.00011191532,0.000102511454,7.443235e-05,5.8843994e-05
2027-03,7.4303985e-05,0.00012731255,0.00013111955,0.00012211362,3.3255765e-05
2027-04,8.5411506e-05,0.00011681061,2.618266e-05,3.191427e-05,3.0001514e-05
2027-05,1.1012384e-05,4.6066474e-05,1.3879118e-06,1.9164795e-06,5.021719e-05
2027-06,4.932427e-06,1.6102784e-05,4.5573938e-07,4.0494324e-06,2.6394896e-06
2027-07,9.3988643e-07,9.3629915e-06,5.36668e-06,7.099371e-06,1.8137656e-05
2027-08,1.241682e-06,4.7762774e-06,5.7132763e-07,5.0543217e-06,1.4176472e-05
2027-09,1.8779665e-06,1.640426e-05,2.0935166e-05,5.1710722e-05,5.796099e-05
2027-10,1.0862651e-05,4.8031583e-05,6.4524575e-05,9.0175905e-05,6.736869e-05
2027-11,2.675239e-05,6.826602e-05,8.4905514e-05,7.286709e-05,5.814367e-05
2027-12,3.229298e-05,8.8757195e-05,0.00012817499,9.989363e-05,5.9625156e-05
2028-01,7.466576e-05,7.508077e-05,0.00011963261,8.391441e-05,7.5977034e-05
2028-02,0.00010144246,0.000106638865,0.00010022316,6.789868e-05,4.6186804e-05
2028-03,3.8085156e-05,0.000104764316,6.852656e-05,5.8113343e-05,3.5416688e-05
2028-04,3.9704282e-05,8.865987e-05,4.286261e-05,2.5699079e-05,7.553148e-05
2028-05,4.662412e-06,3.6900463e-05,4.1047083e-06,5.9228214e-06,6.0176215e-05
2028-06,1.9504782e-06,1.20044415e-05,1.0292879e-05,3.4395758e-05,5.6007666e-05
2028-07,7.886339e-07,5.6518757e-06,3.5791843e-06,8.50646e-06,5.4152853e-05
2028-08,5.1990696e-07,2.3951566e-06,1.0541556e-05,5.2069547e-05,4.763779e-05
2028-09,1.674859e-06,2.4691544e-06,8.309563e-06,4.5860692e-05,7.344898e-05
2028-10,2.3266382e-06,2.1102871e-05,9.116075e-05,0.00011462353,8.879077e-05
2028-11,1.4383777e-05,2.88344e-05,0.00012715322,0.00015386238,8.6152235e-05
2028-12,8.006627e-05,5.220804e-05,0.000118418546,0.00012421806,5.620964e-05
2029-01,2.4215195e-05,5.988269e-05,9.0418085e-05,8.923815e-05,8.593515e-05
2029-02,0.00010735955,7.596915e-05,0.00013994695,0.00013791135,2.5910791e-05
2029-03,4.5740635e-05,7.540781e-05,4.3303047e-05,4.12169e-05,5.6528443e-05
2029-04,3.0222793e-05,0.00010175765,1.774658e-05,1.6359641e-05,4.66136e-05
2029-05,7.2645075e-06,5.3793716e-05,3.0812655e-06,1.2164572e-05,3.1832584e-05
2029-06,3.5504509e-06,2.627685e-05,1.086227e-05,4.8686874e-05,3.3067234e-05
2029-07,8.620174e-07,1.1276532e-05,1.4794908e-06,7.4096815e-06,3.3973265e-05
2029-08,3.789508e-07,1.0498452e-05,2.6071817e-07,3.0588903e-06,1.925676e-05
2029-09,5.452456e-07,4.1331987e-05,6.862071e-06,1.5954975e-05,2.6025324e-05
2029-10,7.179304e-06,6.0368846e-05,6.512629e-05,5.965063e-05,6.861053e-05
2029-11,5.7430174e-05,0.0001013281,0.00010474014,9.547168e-05,4.1740826e-05
2029-12,0.0001250552,9.947605e-05,8.826968e-05,9.436412e-05,4.4951972e-05
2030-01,5.7435875e-05,9.534063e-05,0.00010433828,9.446409e-05,8.619315e-05
2030-02,7.413964e-05,0.00010272226,0.000119958975,0.00012174622,6.182453e-05
2030-03,0.00014233998,0.00010549282,6.466643e-05,7.253575e-05,2.2777469e-05
2030-04,5.057335e-05,9.9052355e-05,4.459997e-05,4.4357053e-05,2.3827457e-05
2030-05,2.1404074e-05,6.69217e-05,6.89687e-06,9.224139e-06,8.589944e-06
2030-06,6.2796294e-06,2.330371e-05,1.7874893e-06,1.0092679e-05,1.6672826e-05
2030-07,2.5067038e-06,4.861583e-06,4.7162317e-07,5.8952746e-06,2.5454674e-06
2030-08,6.283293e-07,2.4053215e-06,4.908866e-08,3.5834382e-06,1.3450163e-05
2030-09,5.565015e-07,1.3465984e-05,7.2991984e-06,2.3220893e-05,2.3030001e-05
2030-10,6.785714e-06,6.597878e-05,6.036474e-05,6.687724e-05,2.004452e-05
2030-11,4.1173953e-05,9.532751e-05,0.00012006494,9.43429e-05,1.9289735e-05
2030-12,6.198398e-05,0.00010663294,0.00016016766,0.0001031291,4.1901956e-05
2031-01,5.4932712e-05,8.3446226e-05,0.00014877044,9.967103e-05,5.6891517e-05
2031-02,8.411281e-05,9.239631e-05,8.993045e-05,5.537165e-05,6.967283e-05
2031-03,0.00010733922,0.00010398858,5.5547087e-05,4.3805783e-05,3.7085723e-05
2031-04,6.103803e-05,9.322133e-05,2.575328e-05,4.7677433e-05,4.311086e-05
2031-05,6.4609203e-06,4.64381e-05,1.2767354e-06,4.2937277e-06,1.645928e-05
2031-06,3.1402237e-06,7.982979e-06,1.318786e-06,5.285953e-06,1.1328587e-05
2031-07,1.2746997e-06,4.799321e-06,3.1483557e-07,3.1214784e-06,2.2576007e-06
2031-08,9.2148446e-07,9.360321e-06,5.2670007e-06,3.972076e-06,1.8924336e-05
2031-09,7.5819105e-07,1.0582253e-05,7.0181145e-06,1.9343555e-05,3.369731e-05
2031-10,5.9679696e-06,5.032886e-05,4.8740847e-05,5.1362913e-05,6.200628e-05
2031-11,3.060114e-05,9.654911e-05,7.299029e-05,7.9334284e-05,4.997981e-05
2031-12,8.461925e-05,9.3714334e-05,7.771869e-05,6.685579e-05,6.938762e-05
2032-01,4.6511414e-05,9.474454e-05,0.0001512585,8.958192e-05,3.9637172e-05
2032-02,4.500502e-05,0.000101985635,0.00010945781,5.4855445e-05,9.0042486e-05
2032-03,8.605776e-05,0.00010844765,9.062845e-05,9.060187e-05,2.932566e-05
2032-04,1.8575545e-05,9.0864116e-05,2.5941634e-05,2.9712319e-05,1.3697594e-05
2032-05,7.2918297e-06,5.4048433e-05,1.0131656e-05,2.2376425e-05,4.4343633e-05
2032-06,4.457086e-06,1.4208399e-05,8.0034397e-07,8.546198e-06,3.5049532e-05
2032-07,8.6090563e-07,5.980762e-06,7.0898125e-08,2.177585e-06,1.0128301e-05
2032-08,4.7591914e-07,4.699688e-06,1.3839198e-06,2.504831e-06,4.4247812e-05
2032-09,9.367228e-07,8.331295e-06,2.2811872e-05,3.7674487e-05,5.518195e-05
2032-10,3.0821689e-06,2.5364023e-05,5.766204e-05,7.297841e-05,9.384338e-05
2032-11,4.8917147e-05,8.871083e-05,8.7006796e-05,7.3782154e-05,6.3422114e-05
2032-12,2.6844216e-05,6.902734e-05,0.00012971333,0.0001100105,6.909475e-05
2033-01,5.111675e-05,7.157345e-05,7.319065e-05,8.315502e-05,7.0889895e-05
2033-02,7.915784e-05,5.3669995e-05,0.00017298308,0.00012203981,5.6104956e-05
2033-03,6.665632e-05,9.951082e-05,9.7943725e-05,9.714412e-05,4.065467e-05
2033-04,1.50463475e-05,5.705649e-05,3.5698806e-05,3.8966064e-05,0.000119665536
2033-05,6.839223e-06,6.180648e-05,3.552494e-05,4.3974367e-05,0.00011940078
2033-06,3.213742e-06,1.6870606e-05,9.988138e-06,9.999514e-06,4.5151293e-05
2033-07,1.2444591e-06,5.340395e-06,2.665298e-06,9.460828e-06,2.0636462e-05
2033-08,1.0240109e-06,4.650711e-06,1.9955058e-05,2.1845535e-05,6.55366e-05
2033-09,1.1730317e-06,4.13039e-06,1.1710481e-05,3.9833474e-05,5.173891e-05
2033-10,6.106299e-06,2.6990421e-05,6.186307e-05,6.1454295e-05,9.6696254e-05
2033-11,1.95632e-05,8.818217e-05,7.6978125e-05,7.505075e-05,6.116501e-05
2033-12,2.762565e-05,8.119077e-05,9.285523e-05,7.295962e-05,8.318507e-05
2034-01,3.3092332e-05,8.536195e-05,0.00014558992,0.00012274356,6.3830215e-05
2034-02,9.07005e-05,8.929455e-05,0.0001026127,0.00010816686,1.8360737e-05
2034-03,9.7317396e-05,0.000117499774,7.9295656e-05,6.4560445e-05,4.1571955e-05
2034-04,6.704208e-05,7.810576e-05,1.5889456e-05,2.2314616e-05,3.6862555e-05
2034-05,4.186325e-06,4.3440057e-05,3.2589567e-06,2.609506e-06,6.2277046e-05
2034-06,2.582271e-06,1.51430095e-05,3.2055775e-06,5.849065e-06,2.4164257e-05
2034-07,1.0982973e-06,7.0984206e-06,8.2822424e-07,1.1748179e-05,1.8617036e-05
2034-08,4.51655e-07,6.992388e-06,1.5296891e-06,1.8916699e-05,1.4743025e-05
2034-09,1.2288738e-06,1.3822988e-05,1.3263088e-05,1.2005131e-05,4.5257373e-05
2034-10,2.0747544e-05,5.4926368e-05,4.056814e-05,5.289512e-05,6.7473266e-05
2034-11,3.0361061e-05,0.00010046074,8.95867e-05,5.797747e-05,7.9209305e-05
2034-12,2.4126173e-05,0.00010857747,0.00011777407,8.971323e-05,8.453997e-05
2035-01,6.0844577e-05,0.000100930025,0.00013200723,0.00010101041,7.2500894e-05
2035-02,8.1685546e-05,0.00011770498,0.00012655322,0.00013683864,2.6999223e-05
2035-03,0.00017183501,8.802189e-05,7.674086e-05,9.0735935e-05,3.3552e-05
2035-04,4.507944e-05,0.00012222998,3.7134654e-05,2.3716399e-05,4.1599542e-05
2035-05,1.1334741e-05,5.5339755e-05,6.311477e-06,7.946515e-06,4.3326607e-05
2035-06,3.45038e-06,2.2791797e-05,1.4680189e-06,6.209613e-06,1.103693e-05
2035-07,6.33877e-07,6.862937e-06,1.6253263e-07,3.1124982e-06,1.2921338e-05
2035-08,8.0536785e-07,1.5467106e-06,2.8979764e-07,3.976293e-06,1.256239e-05
2035-09,1.4136515e-06,1.401943e-05,1.0694572e-05,2.0379392e-05,2.7681786e-05
2035-10,1.1823798e-05,8.062368e-05,7.013365e-05,7.678942e-05,4.879339e-05
2035-11,4.7080743e-05,0.000101669764,9.1095164e-05,8.6177795e-05,4.0903084e-05
2035-12,7.063272e-05,9.984945e-05,0.00011757059,0.00013216969,5.2663447e-05
2036-01,0.000110147594,7.3939824e-05,0.00012850495,0.00013453263,4.9506176e-05
2036-02,9.706686e-05,9.8925455e-05,0.00014440433,0.00013971745,5.262233e-05
2036-03,0.00012079808,0.000121652425,5.4548273e-05,5.2901454e-05,2.7338949e-05
2036-04,5.5562487e-05,9.065458e-05,2.276631e-05,2.4872457e-05,2.4334255e-05
2036-05,1.2742232e-05,4.2097898e-05,3.5136875e-06,1.3974874e-05,2.0112777e-05
2036-06,5.6732288e-06,1.6412876e-05,3.9151514e-06,1.0415465e-05,2.9916406e-05
2036-07,1.4869435e-06,4.8142383e-06,7.3269916e-07,4.9909468e-06,1.2791988e-05
2036-08,9.0752735e-07,5.565929e-06,5.5624782e-06,8.385125e-06,6.091119e-05
2036-09,6.9758187e-07,6.6587254e-06,5.7638495e-06,2.1068345e-05,3.5689354e-05
2036-10,7.874896e-06,4.342052e-05,6.316051e-05,8.5016596e-05,4.5853114e-05
2036-11,4.0015744e-05,8.405608e-05,5.8021902e-05,4.3400003e-05,8.7556764e-05
2036-12,4.1934258e-05,8.274941e-05,0.00010657458,0.00012457816,3.5441964e-05
2037-01,9.966902e-05,9.1659764e-05,7.801841e-05,6.769759e-05,2.7207736e-05
2037-02,4.3061926e-05,0.00011033776,9.0462054e-05,3.5531146e-05,6.3902145e-05
2037-03,7.909282e-05,0.00010854611,7.7808654e-05,7.839817e-05,4.281316e-05
2037-04,8.3419174e-05,0.00011660073,3.5568646e-05,2.9244376e-05,4.4479773e-05
2037-05,1.0617125e-05,5.7622132e-05,5.411963e-06,9.291377e-06,3.4018427e-05
2037-06,4.3449145e-06,1.2978363e-05,1.6832034e-06,3.7449224e-06,1.02361155e-05
2037-07,1.0970118e-06,7.2917e-06,5.965002e-07,7.5556686e-06,2.1892241e-05
2037-08,8.695527e-07,2.0159405e-06,2.1296849e-08,1.707161e-06,7.772723e-06
2037-09,1.0987803e-06,7.664814e-06,4.921197e-06,7.668143e-06,2.1422851e-05
2037-10,3.882168e-06,2.8620945e-05,5.297407e-05,5.4004588e-05,0.00010977273
2037-11,3.083069e-05,5.2020987e-05,8.2032624e-05,9.037476e-05,8.3993466e-05
2037-12,3.9644532e-05,6.264658e-05,0.000108877786,8.8119006e-05,8.471522e-05
2038-01,4.8799822e-05,8.8243745e-05,0.000113146765,5.551192e-05,8.0837155e-05
2038-02,4.939892e-05,7.472319e-05,9.32839e-05,6.199662e-05,0.00010453046
2038-03,4.6068508e-05,9.1341724e-05,8.966667e-05,7.567773e-05,7.672064e-05
2038-04,4.3302498e-05,9.58815e-05,3.4076336e-05,4.0901672e-05,5.2697018e-05
2038-05,2.6031935e-06,4.599995e-05,9.017865e-06,4.9171747e-05,7.0010545e-05
2038-06,1.4942104e-06,1.7480128e-05,1.0067379e-06,1.0650216e-05,4.74014e-05
2038-07,1.0573765e-06,6.52374e-06,1.2134469e-05,1.5661659e-05,3.9883776e-05
2038-08,6.870222e-07,4.761019e-06,7.89419e-06,1.1990067e-05,3.1139167e-05
2038-09,1.7247924e-06,1.4777055e-05,7.1787736e-06,1.0890062e-05,2.895884e-05
2038-10,5.292946e-06,3.4325305e-05,6.7019406e-05,0.000113232694,0.0001427291
2038-11,1.4989529e-05,7.9955615e-05,5.2001556e-05,3.679691e-05,7.303737e-05
2038-12,4.3292053e-05,8.763701e-05,0.000116170806,0.00011494241,4.969724e-05
2039-01,4.8501213e-05,8.278763e-05,0.00014266725,0.00015093977,5.1587387e-05
2039-02,0.00013183738,8.975273e-05,0.00018643566,0.00014833586,3.25066e-05
2039-03,4.145019e-05,0.000107851054,1.8658724e-05,1.390906e-05,4.142186e-05
2039-04,4.376546e-05,7.611247e-05,3.448294e-05,3.0589254e-05,4.152799e-05
2039-05,4.556773e-06,3.55061e-05,7.105464e-08,1.3095955e-06,1.9909003e-05
2039-06,1.942808e-06,1.9736955e-05,2.5426612e-06,8.827688e-06,1.9266923e-05
2039-07,6.7330575e-07,4.0828945e-06,2.3487484e-08,1.3309532e-06,1.2189965e-05
2039-08,4.009353e-07,5.7343823e-06,4.0699965e-06,2.0946329e-05,1.609131e-05
