Data,surface_temperature-NE,surface_temperature-N,surface_temperature-C.O.,surface_temperature-SE,surface_temperature-S
1888-03,298.68076,298.89203,297.59006,296.76248,296.87766
1888-04,298.73248,298.66034,296.7528,294.88892,292.91428
1888-05,298.38168,298.44263,295.33218,294.3092,291.1007
1888-06,297.78214,298.18787,293.30524,292.2691,289.45782
1888-07,297.30743,298.99063,294.86862,293.12436,288.88675
1888-08,298.38583,300.18616,297.74332,294.5354,290.25974
1888-09,302.79892,301.62405,301.67892,295.87506,291.37933
1888-10,305.0606,301.53168,302.1706,296.18524,292.5216
1888-11,300.31378,299.64374,301.0933,298.41937,296.42105
1888-12,299.22623,299.32275,299.17764,296.96417,297.24725
1889-01,298.75436,298.93866,298.46597,296.26624,298.6463
1889-02,299.0354,299.06342,298.95892,297.28607,297.4588
1889-03,299.38806,299.1548,298.27792,296.1289,295.86664
1889-04,298.5591,298.5274,296.77206,294.76303,292.6666
1889-05,298.73126,298.36902,293.97934,292.8725,287.87213
1889-06,298.14282,297.58337,292.77722,291.44348,288.75763
1889-07,297.11063,297.52768,293.56384,292.07144,288.45078
1889-08,297.77435,299.12256,297.06128,293.68518,289.80463
1889-09,299.7461,300.2447,300.65887,295.42438,292.12448
1889-10,303.2964,299.46063,302.48065,296.9572,294.93173
1889-11,299.47614,298.71072,298.83096,296.59363,297.50095
1889-12,298.62146,298.0495,297.93604,296.25336,298.4987
1890-01,299.29453,298.42346,298.14407,296.91327,299.4039
1890-02,299.1807,298.71616,298.64478,298.04312,298.42316
1890-03,298.17664,298.44925,297.4474,296.6807,296.98004
1890-04,298.48462,298.20877,297.65872,295.73682,293.47253
1890-05,297.76398,298.188,295.2716,294.21783,291.8879
1890-06,297.67303,297.469,293.42096,292.5611,286.8771
1890-07,297.22455,297.58328,293.2909,292.1155,287.5437
1890-08,297.49902,298.89224,296.54495,294.09125,289.917
1890-09,301.65082,300.5039,300.9705,296.45007,291.49203
1890-10,301.4491,299.8288,301.14282,296.49652,294.06384
1890-11,299.83557,299.0656,299.47427,296.1576,295.20184
1890-12,298.32715,298.71118,297.6462,296.45276,297.9599
1891-01,299.49612,298.49402,297.89648,297.25085,297.73413
1891-02,299.15753,298.63284,297.7664,297.62225,298.65933
1891-03,298.64252,298.77325,299.16458,297.5724,296.10403
1891-04,297.94897,298.3705,297.63348,296.1897,293.33746
1891-05,297.75555,297.924,294.76166,294.1806,289.59738
1891-06,297.20328,297.93665,294.02243,293.11032,287.59286
1891-07,296.87253,298.29675,294.39758,292.80496,288.14792
1891-08,297.87524,299.4394,295.84494,293.69855,288.3459
1891-09,301.3152,300.90878,300.0232,295.4586,292.21924
1891-10,300.83347,300.35876,298.5724,294.8042,291.55978
1891-11,300.02045,299.21844,299.35504,295.52158,295.06418
1891-12,298.55725,298.80768,298.21423,295.92087,296.99176
1892-01,298.8435,298.33887,297.70898,296.44562,297.70535
1892-02,298.49658,298.23947,297.48416,297.2031,297.23373
1892-03,298.30975,298.28992,297.59518,295.80957,295.2759
1892-04,297.90024,298.29205,296.44736,294.40045,292.81644
1892-05,297.8499,297.75244,294.2555,293.13297,289.4836
1892-06,297.22815,297.39117,291.59552,290.50067,286.2991
1892-07,296.47498,297.50037,292.7461,291.35165,288.4097
1892-08,298.18744,299.09485,295.28775,292.87457,289.45508
1892-09,299.326,299.46228,296.88333,293.8491,292.56326
1892-10,301.0757,299.81494,299.67203,296.1029,293.40625
1892-11,300.16962,298.97583,299.1413,295.31647,294.6378
1892-12,299.6819,298.76572,297.71774,295.7028,297.81546
1893-01,298.55768,298.8323,297.64575,296.07632,299.1658
1893-02,299.09198,298.58255,297.92276,296.3811,298.02252
1893-03,298.00293,298.61902,297.49777,295.5708,296.6165
1893-04,297.70862,298.27325,296.50522,295.47055,292.18054
1893-05,297.8686,297.78903,293.90564,293.03662,290.31772
1893-06,297.19592,298.07245,293.75092,292.3131,289.1259
1893-07,296.43567,298.08203,293.67682,292.34204,288.19525
1893-08,297.203,299.6454,297.0873,294.40515,290.52515
1893-09,301.43567,300.89252,297.93384,294.88113,290.96494
1893-10,300.5201,300.4873,300.86728,296.16162,293.9099
1893-11,301.38055,299.05713,300.46033,296.9483,294.76425
1893-12,300.38354,299.10156,298.6672,295.7469,297.03207
1894-01,298.82385,298.7539,298.1806,297.0603,298.7096
1894-02,298.92194,298.91504,297.895,296.20282,297.96393
1894-03,299.1683,299.08533,298.68835,297.16318,296.33533
1894-04,298.1453,298.48322,296.47287,294.22162,293.23328
1894-05,297.982,298.318,294.54578,293.51035,291.16193
1894-06,297.9537,297.64908,292.76984,291.62466,287.48212
1894-07,297.51962,298.18835,293.96667,292.3838,289.39117
1894-08,299.8228,300.1231,298.20062,295.0359,291.69266
1894-09,301.49707,300.3682,298.63193,294.97748,291.01468
1894-10,301.45276,300.2168,299.23462,295.27206,294.60754
1894-11,298.66232,298.953,300.0207,296.20435,297.5615
1894-12,299.0644,298.70212,298.66293,297.0298,299.1485
1895-01,298.96655,298.48132,298.242,297.54303,298.89508
1895-02,299.46246,298.81873,298.5869,297.06958,297.7989
1895-03,298.7,298.74335,298.24246,296.50577,296.57492
1895-04,298.30322,298.1173,297.65463,295.70715,292.5096
1895-05,297.9222,297.7855,294.2923,293.264,289.66873
1895-06,297.86902,297.85498,293.0413,291.3762,286.11597
1895-07,297.3119,298.22076,293.98148,292.28595,288.63086
1895-08,298.72357,299.50342,296.30756,293.83362,288.90237
1895-09,302.3622,301.22086,301.01837,295.53278,291.221
1895-10,300.69998,299.76694,299.95197,295.92087,293.6578
1895-11,300.26553,299.1277,298.04254,295.9073,295.57254
1895-12,299.6942,298.5433,298.06564,296.56152,298.01706
1896-01,300.04565,298.63022,299.22537,298.19043,297.30826
1896-02,299.50745,298.54553,298.3335,297.85828,298.0231
1896-03,298.2906,298.53076,298.48224,296.63,296.08362
1896-04,297.6515,298.1046,296.59155,294.68997,292.70984
1896-05,297.45758,297.8112,294.7219,293.61948,289.33527
1896-06,297.67984,297.5039,293.4724,292.64395,287.84265
1896-07,297.3578,297.78375,294.2131,293.10272,287.6085
1896-08,298.63965,299.30844,297.10052,294.7537,289.2422
1896-09,301.19196,301.11758,301.9933,296.7102,292.13745
1896-10,302.40985,300.38092,302.55518,297.5433,294.84955
1896-11,299.3107,299.00217,299.36053,296.03537,297.53537
1896-12,298.7028,298.5103,298.83444,297.05322,297.86264
1897-01,298.99905,298.5681,298.26154,297.19385,299.3636
1897-02,297.85205,298.17157,297.4846,296.8852,297.51892
1897-03,298.33002,298.68732,298.22876,296.18405,295.45038
1897-04,297.91766,298.20697,296.79086,295.0612,292.95044
1897-05,297.87256,297.79456,294.16943,293.22327,288.6818
1897-06,297.53802,297.53058,292.61066,291.87067,288.03516
1897-07,296.98544,297.90344,293.8265,292.28436,290.0216
1897-08,297.93555,299.5719,297.20422,294.8493,289.9239
1897-09,301.21704,301.59082,301.14346,296.50504,292.0
1897-10,303.22455,301.07367,301.49466,296.63583,293.34186
1897-11,300.15295,299.21826,299.6807,296.60406,296.04547
1897-12,298.81824,299.08386,298.06805,297.11005,297.64328
1898-01,298.9095,298.97147,298.56064,297.43854,297.93695
1898-02,299.2881,299.42584,298.25314,296.92117,296.3837
1898-03,298.6751,298.76263,298.61786,297.05316,296.19965
1898-04,298.5434,298.71008,297.16602,295.2307,292.86975
1898-05,297.814,298.22815,294.16516,293.26266,290.27512
1898-06,298.09265,297.7304,292.1812,291.46234,286.3763
1898-07,297.50427,298.50687,295.0604,292.8,289.0956
1898-08,297.68878,299.48285,296.60452,293.6032,290.29578
1898-09,301.61798,301.1361,301.03162,296.6152,291.0473
1898-10,302.2052,300.2721,300.42212,296.95593,294.07425
1898-11,300.32245,299.18408,301.23422,298.07828,296.77847
1898-12,299.51605,298.65784,299.16434,296.1733,298.04645
1899-01,298.73773,299.0819,297.66907,297.2129,299.02554
1899-02,299.34674,298.85657,298.71106,298.22855,298.1379
1899-03,298.2672,298.974,298.09583,296.5664,296.60297
1899-04,298.05484,298.4149,296.0666,294.7354,291.64066
1899-05,298.00827,298.17963,293.86115,292.53473,288.54324
1899-06,297.6225,297.64355,293.47592,292.35632,289.925
1899-07,297.35803,298.43436,294.642,292.96118,289.6032
1899-08,298.38995,299.85266,297.72192,295.04526,290.2742
1899-09,301.3528,301.09146,300.03384,295.853,291.47528
1899-10,304.71326,300.77386,301.0916,296.12946,293.63593
1899-11,298.93994,299.53613,299.267,295.57684,295.1439
1899-12,299.54218,299.412,299.08615,296.77185,296.87213
1900-01,299.5355,299.6941,299.5276,297.891,297.66916
1900-02,299.5289,299.6587,298.4957,297.0661,297.423
1900-03,298.9114,299.2234,298.18494,296.4155,297.13293
1900-04,298.3506,298.58215,297.56824,295.92175,293.94138
1900-05,298.7671,298.7567,296.43024,295.32507,291.80505
1900-06,298.63818,298.7193,295.5317,294.22137,290.9662
1900-07,298.02612,298.64124,294.81262,293.15747,289.15375
1900-08,298.87076,299.99805,297.09445,294.41058,289.4703
1900-09,302.06714,301.3329,300.66666,295.72934,291.3756
1900-10,299.15533,299.88477,300.44833,296.14697,293.53632
1900-11,300.09485,300.14044,300.66376,296.83856,295.0318
1900-12,299.28418,299.52948,298.99545,297.1151,297.16882
1901-01,299.74133,299.92694,299.51367,297.83502,298.10034
1901-02,298.6338,299.32422,298.14734,297.6446,297.27237
1901-03,298.74142,299.5455,298.70798,296.5293,295.91312
1901-04,297.9625,299.07736,298.00754,296.09564,293.66364
1901-05,297.74207,298.72284,295.90063,294.53552,292.1939
1901-06,297.06992,298.6256,293.82495,292.7716,288.93762
1901-07,296.99127,298.5102,292.9989,291.80643,286.98798
1901-08,297.8764,300.36847,298.2832,294.936,290.63223
1901-09,301.6812,302.31653,301.28046,295.324,290.71338
1901-10,302.14966,299.98273,302.8493,296.79987,293.74817
1901-11,301.61386,299.9959,300.36392,296.3319,295.55356
1901-12,298.25305,299.13895,299.12524,296.52673,297.1852
1902-01,299.43402,299.6494,298.51477,297.47095,299.34647
1902-02,298.43127,298.70474,297.9373,296.90692,296.96924
1902-03,298.86063,299.13568,298.6401,296.98444,295.92648
1902-04,297.92084,298.7669,296.64072,294.5246,293.2462
1902-05,297.49152,298.48047,294.89325,293.45804,291.1576
1902-06,297.5738,298.24738,294.45105,293.6405,287.8619
1902-07,297.2116,298.29553,294.55768,292.35822,287.08194
1902-08,298.32416,299.37335,297.05713,294.31705,288.91708
1902-09,300.5609,301.11163,301.41797,295.7115,291.7101
1902-10,300.8802,299.33252,298.37244,294.78668,293.12546
1902-11,300.0362,298.82184,298.8878,295.3944,295.70456
1902-12,298.98798,298.36203,297.83377,295.92657,297.19864
1903-01,298.66275,298.5044,297.4201,295.99368,298.01437
1903-02,299.0334,298.19214,297.7874,296.4123,298.45047
1903-03,298.30847,298.27798,296.97333,295.8598,297.2887
1903-04,297.71664,297.9107,296.94452,294.92477,293.78046
1903-05,297.3626,297.0651,293.67392,292.6209,289.32022
1903-06,297.09824,296.80713,292.56265,291.5214,287.255
1903-07,297.01395,296.93274,293.11868,291.9104,286.2955
1903-08,298.12714,298.2991,295.33243,292.7848,287.6578
1903-09,300.5716,299.7848,298.78122,294.99872,290.6735
1903-10,300.60162,299.01715,297.96704,294.74115,292.41116
1903-11,300.68808,298.57074,298.60587,295.27478,294.15292
1903-12,298.8406,298.3888,297.59558,296.51178,297.19714
1904-01,298.96054,297.78125,297.36166,296.57178,298.2033
1904-02,299.2271,298.18945,297.9241,297.03806,297.8767
1904-03,298.85178,298.38626,297.25888,296.711,295.94467
1904-04,298.20367,298.40598,296.79547,295.65967,294.38367
1904-05,297.99896,297.7682,293.6449,292.8051,289.7243
1904-06,297.4617,297.0635,292.4036,291.47784,287.54276
1904-07,297.8235,297.92523,294.0271,292.94684,288.85263
1904-08,298.646,298.71332,295.95935,293.52414,289.23822
1904-09,302.21063,299.46332,298.46588,295.23038,290.38553
1904-10,300.5155,299.5495,298.61038,295.315,293.14798
1904-11,299.25742,298.4441,298.79553,296.6197,295.9079
1904-12,298.42902,298.0657,298.5696,296.2871,296.73193
1905-01,298.4314,298.28372,297.29694,296.26138,297.6456
1905-02,298.29303,298.71167,298.08337,296.36572,298.02844
1905-03,298.04443,298.04517,298.2965,297.02948,297.12363
1905-04,297.6338,298.03656,296.49918,294.74243,293.90262
1905-05,297.8777,297.77167,294.76218,293.51285,291.17358
1905-06,296.99316,297.6546,293.26453,292.02557,289.1195
1905-07,297.53152,297.65454,292.76813,291.5288,284.61295
1905-08,298.62256,299.3439,296.7236,293.69385,289.363
1905-09,300.6004,300.37308,299.91403,294.815,291.71317
1905-10,304.16992,300.3877,303.243,296.33017,294.67477
1905-11,299.87198,298.81482,298.95325,294.83173,294.64035
1905-12,298.82782,298.53983,297.80414,295.32947,296.98645
1906-01,299.24823,298.51434,297.69632,296.7058,297.94382
1906-02,298.47174,298.42334,297.74643,296.46948,298.02066
1906-03,298.17902,298.64832,296.82425,296.26245,296.04855
1906-04,297.46008,298.18808,296.84235,295.48837,293.97156
1906-05,297.11932,297.95465,294.64468,293.7204,289.8463
1906-06,297.11652,297.2703,292.24866,291.82077,286.77924
1906-07,296.69162,297.79858,293.61447,292.37646,287.64896
1906-08,297.6903,299.0,295.82727,294.1151,288.91473
1906-09,301.81058,300.404,299.61972,294.8822,291.19873
1906-10,299.87302,299.63464,298.75522,294.59192,292.97498
1906-11,298.7547,298.65717,299.6299,296.81924,295.46582
1906-12,299.7407,298.76657,298.4106,297.07617,297.5309
1907-01,299.21185,298.44104,297.88586,296.8609,299.01138
1907-02,298.8921,298.5374,298.34253,297.33752,298.35577
1907-03,298.1815,298.59375,298.0295,297.1442,296.55658
1907-04,297.27588,297.73608,297.44516,295.51776,294.1499
1907-05,297.31836,297.6471,294.2132,293.33313,291.29697
1907-06,297.0534,297.27628,293.32535,291.90796,288.72168
1907-07,296.9956,297.8952,294.499,292.7845,288.72272
1907-08,298.56494,299.34094,296.28937,293.91644,287.4515
1907-09,301.2448,300.90448,299.78513,294.9108,291.1001
1907-10,301.41425,299.75452,300.50775,295.59088,293.25003
1907-11,299.07196,298.89728,299.38358,295.54083,296.3375
1907-12,298.96332,298.7951,298.72614,296.9494,298.0
1908-01,299.49896,298.47656,298.4846,297.6502,297.23468
1908-02,299.35413,298.85687,298.88943,297.6236,298.88538
1908-03,298.97174,298.89,297.71375,296.60693,296.4704
1908-04,298.30875,298.492,296.66367,294.5716,293.1166
1908-05,298.01752,297.91043,294.2835,292.62335,290.35333
1908-06,297.84894,298.02972,293.52356,291.91885,289.53555
1908-07,297.69952,298.92102,294.83246,292.6053,288.7985
1908-08,298.5896,300.1822,297.8847,294.69592,291.0804
1908-09,301.31635,301.40015,300.14273,295.27893,291.45425
1908-10,301.36328,301.13733,299.86203,295.284,293.32022
1908-11,300.80017,300.26703,299.2901,295.65167,294.86063
1908-12,299.7797,299.4278,298.8163,296.4123,298.1278
1909-01,300.01614,299.76764,298.87244,296.57245,298.8548
1909-02,299.2096,299.88654,297.76117,297.42203,298.40903
1909-03,299.17767,299.4629,299.14127,297.99124,296.39368
1909-04,298.54138,299.1235,297.28323,295.77017,293.42868
1909-05,298.05182,298.9672,294.7869,293.70953,290.3577
1909-06,298.19025,299.13336,293.99896,293.02878,287.73575
1909-07,297.8261,298.99002,293.95877,292.37216,287.87354
1909-08,299.05566,300.8429,297.9936,294.7516,290.12308
1909-09,303.2672,302.32758,299.77008,295.54135,291.10107
1909-10,301.11853,300.32373,301.62283,296.07376,293.43726
1909-11,299.7508,299.40247,299.2233,296.12396,296.56927
1909-12,299.5838,298.74838,299.598,297.77045,297.42743
1910-01,299.1129,298.89313,298.86676,297.63336,298.61053
1910-02,298.77606,298.97736,298.85187,297.9729,297.9296
1910-03,298.67874,298.7685,298.90152,297.9872,296.95996
1910-04,298.0924,298.45197,295.96335,295.21185,291.86563
1910-05,298.16632,298.47397,295.00165,294.51025,289.8362
1910-06,297.44284,297.96167,293.23648,292.46707,286.6374
1910-07,297.174,298.41135,294.42862,293.20673,287.87125
1910-08,297.9936,300.16293,296.78043,294.71777,289.5579
1910-09,300.48193,301.16248,299.9267,295.36987,291.67633
1910-10,302.79437,299.68326,300.15598,295.57608,291.65872
1910-11,300.003,299.5342,299.88333,296.16638,295.87555
1910-12,298.97073,298.43884,298.52695,296.86786,298.10648
1911-01,298.9903,298.5338,298.5274,297.72296,297.7447
1911-02,298.8999,298.47623,297.9647,296.82358,296.85245
1911-03,298.41632,298.53864,297.50107,296.47968,297.16113
1911-04,297.3177,298.17865,296.39523,294.64972,294.24365
1911-05,297.56055,297.56946,294.39038,292.96045,291.39816
1911-06,297.45612,297.44244,293.3447,292.60495,287.83484
1911-07,296.79443,297.71957,293.41403,291.90485,287.8158
1911-08,297.7309,299.31635,297.4324,294.43396,290.577
1911-09,300.8839,300.80658,299.95154,295.2348,291.67468
1911-10,300.30725,299.5838,298.4435,295.1736,293.15277
1911-11,299.58102,299.2506,299.12354,295.91922,296.72842
1911-12,298.88806,298.60162,298.8667,296.55313,296.57388
1912-01,299.2798,298.62555,298.3575,296.69836,298.606
1912-02,298.91397,298.93372,298.49203,296.1997,298.5256
1912-03,298.6246,298.91052,298.44244,296.2312,296.17447
1912-04,298.2427,298.3018,296.2023,294.27063,292.04614
1912-05,298.22394,298.2389,294.56265,293.85327,289.5601
1912-06,297.52948,297.4797,292.8147,291.89145,289.31116
1912-07,297.4594,298.17984,293.48288,291.95276,286.70477
1912-08,298.4927,299.62335,296.4793,293.55206,288.40378
1912-09,301.45502,300.80682,299.57123,295.1394,292.04865
1912-10,299.4198,299.3839,298.2811,295.23608,293.40738
1912-11,299.81003,298.74277,299.41196,295.53867,294.72125
1912-12,299.32828,298.7229,298.0498,296.5523,297.45795
1913-01,299.22046,299.19272,298.69788,296.88623,298.81787
1913-02,298.97113,299.08362,298.97113,296.9488,297.36316
1913-03,298.14764,298.6787,298.20245,296.65173,296.69727
1913-04,298.2994,298.60153,297.1766,295.7742,292.44128
1913-05,297.35275,298.0686,295.28818,293.77545,290.05533
1913-06,297.54498,297.63834,293.19565,291.7633,287.16226
1913-07,297.22388,298.16998,294.5422,292.42407,289.23138
1913-08,297.651,299.4773,297.8037,294.0116,291.50082
1913-09,302.2494,300.88428,300.08957,295.67596,290.2282
1913-10,300.3938,299.56146,298.96512,295.06436,293.0666
1913-11,299.531,299.453,299.79807,295.5066,295.85934
1913-12,299.23743,298.74854,298.05704,296.06604,297.90912
1914-01,299.34534,298.68954,298.60434,297.6336,298.1967
1914-02,298.56772,298.81915,298.31506,296.47382,297.2851
1914-03,298.9167,298.6773,297.74695,295.83276,295.65738
1914-04,298.31012,298.19092,296.73602,295.2124,295.2687
1914-05,298.22336,297.9687,294.83276,293.48962,290.94904
1914-06,297.2895,297.17804,292.65277,291.4171,287.60822
1914-07,296.94678,297.71802,293.72986,291.96295,286.99924
1914-08,297.55893,299.15854,296.84756,293.4734,290.23352
1914-09,299.90173,300.6291,300.7916,295.5196,293.0261
1914-10,304.15768,300.3994,302.97638,296.7934,293.7241
1914-11,299.5484,299.27927,298.66312,295.45032,296.95874
1914-12,298.7189,298.47302,298.65518,296.32242,299.97733
1915-01,298.9057,298.7434,299.6795,298.1242,298.42328
1915-02,298.602,298.44196,299.36026,298.05542,298.1859
1915-03,299.0556,298.74237,298.51938,297.07147,296.84622
1915-04,297.85608,298.0923,297.14682,295.1176,293.99585
1915-05,296.44788,297.74667,294.44254,293.12933,289.58234
1915-06,296.52515,297.47894,293.0184,291.61682,288.48413
1915-07,296.63782,298.1471,293.62494,291.84082,287.60666
1915-08,298.10385,299.5301,297.13303,294.01968,290.1318
1915-09,301.56537,300.66284,301.0101,295.5627,291.16724
1915-10,302.27374,299.5196,299.82205,295.20905,293.1312
1915-11,299.27002,298.82092,298.79968,295.1563,295.36493
1915-12,298.3877,298.60934,299.02002,296.51886,298.50107
1916-01,298.78287,298.49142,299.59894,298.54138,299.58997
1916-02,298.45294,298.677,298.2854,297.48215,298.15863
1916-03,299.07526,298.3674,298.5091,297.0699,295.99344
1916-04,297.64603,298.0969,296.788,295.64197,292.7194
1916-05,297.85974,297.6927,294.43158,293.3628,292.0677
1916-06,297.77985,297.77985,293.10516,292.04803,287.309
1916-07,297.00238,298.17816,293.83618,292.4453,289.0036
1916-08,298.1021,299.71014,297.38995,294.5509,290.63602
1916-09,301.66995,300.7249,300.50894,295.79242,292.2946
1916-10,300.86462,300.22394,299.0851,295.3084,292.58008
1916-11,300.09793,299.3173,298.87955,295.7624,295.12708
1916-12,299.35114,299.09363,299.3659,297.8687,297.38858
1917-01,299.5391,299.01538,298.69476,297.62808,298.67883
1917-02,299.61932,299.5399,298.64377,297.6347,297.31448
1917-03,299.24603,299.0343,298.40952,296.71356,296.62546
1917-04,298.70813,299.0246,297.51016,295.4699,293.42963
1917-05,298.57367,298.59674,295.72815,294.04868,289.77225
1917-06,298.4603,298.25186,294.32138,293.18286,289.37466
1917-07,298.67114,299.2173,294.24002,292.8409,286.17618
1917-08,299.93958,300.49673,297.91104,295.10168,290.4414
1917-09,304.0882,302.57422,301.15063,296.08594,290.32632
1917-10,302.4621,301.08536,300.8324,296.57336,293.59293
1917-11,301.96442,300.77164,300.9047,296.62827,295.57672
1917-12,300.4674,300.43597,298.84613,297.21085,297.49487
1918-01,300.62323,300.40515,299.99643,298.1407,299.2391
1918-02,300.4417,300.68103,299.61392,298.0987,298.5129
1918-03,300.29047,300.05322,299.75616,298.20145,297.15475
1918-04,299.53265,299.81677,298.83167,297.82635,294.41632
1918-05,298.70703,299.19208,295.92093,294.83917,291.1738
1918-06,299.2581,299.0947,293.80472,292.7049,287.5307
1918-07,300.11774,299.7425,295.37167,293.70093,288.01392
1918-08,300.77026,300.38248,297.42734,295.07968,288.53906
1918-09,305.04773,301.59927,302.57874,296.60382,290.84277
1918-10,301.75867,299.72217,300.00528,296.1873,292.22
1918-11,299.6113,299.09128,299.09006,295.93433,296.95325
1918-12,299.62637,298.9159,298.6476,297.2174,297.20944
1919-01,299.95157,298.24155,298.4516,297.49942,296.51202
1919-02,299.71124,298.19153,298.37387,297.50305,297.59424
1919-03,298.6446,298.54425,298.31042,296.21265,296.21036
1919-04,297.84875,298.2994,297.2956,295.21356,292.56595
1919-05,297.8449,297.8327,294.14203,292.66785,287.03983
1919-06,297.03882,297.00385,292.8462,291.4944,287.3341
1919-07,296.8808,297.47897,293.2627,291.95786,286.91022
1919-08,297.60947,298.4842,295.79422,292.9214,289.09436
1919-09,300.3062,299.47693,298.6303,294.79575,290.96814
1919-10,303.54285,299.88828,299.8248,295.59286,292.56152
1919-11,301.88452,299.11383,299.15494,295.68793,295.86346
1919-12,298.82922,298.00342,297.68497,296.10266,298.0106
1920-01,298.50604,298.1065,298.2783,296.93222,298.64117
1920-02,298.92194,298.19714,298.3884,297.37677,297.08545
1920-03,297.57764,297.96832,297.80832,296.41525,296.48074
1920-04,297.54535,297.9834,296.69812,295.65903,292.9123
1920-05,297.3556,297.19388,293.9818,293.37457,289.7354
1920-06,296.76453,297.1906,293.05893,292.27185,288.75143
1920-07,296.18054,297.3762,293.32214,291.76953,288.88016
1920-08,296.98615,298.6776,296.32175,293.60495,289.61685
1920-09,301.39075,299.67828,298.48328,294.6779,291.1946
1920-10,299.9927,299.29718,298.3182,294.8733,293.0026
1920-11,299.86426,299.12793,298.14874,295.8192,295.0835
1920-12,299.3404,298.28784,298.57062,296.5212,296.38684
1921-01,299.37204,298.63882,299.07205,297.60327,297.63074
1921-02,299.32117,298.24786,298.08066,297.47205,298.29065
1921-03,299.3084,298.3813,297.86035,297.4286,296.18753
1921-04,298.48804,298.29514,296.1024,295.1183,292.2683
1921-05,298.29807,297.96796,294.57852,293.61993,289.2813
1921-06,298.03268,297.82712,293.43152,292.16907,289.33536
1921-07,298.05762,298.38727,293.86407,292.39337,286.35843
1921-08,300.19086,299.7209,296.82724,294.6041,288.57004
1921-09,302.66022,300.36804,298.51343,295.39,291.3535
1921-10,302.15845,299.79855,300.51297,296.69464,293.59305
1921-11,299.61707,299.0055,299.2905,296.3874,296.79715
1921-12,299.15784,298.63376,298.23245,296.76428,297.72894
1922-01,299.3979,299.07028,298.0444,296.8617,298.81854
1922-02,299.1303,298.8996,298.22998,297.41467,298.2825
1922-03,298.46594,298.9581,298.15305,296.8488,297.10272
1922-04,298.09204,298.5961,297.22644,295.3816,293.40826
1922-05,298.15167,298.0716,295.13452,293.74307,291.85178
1922-06,298.0389,297.7116,292.8183,291.9607,286.76254
1922-07,297.6228,298.10995,293.41696,291.26608,286.3821
1922-08,299.09415,299.72766,296.79474,293.911,288.20193
1922-09,301.40485,301.38794,300.1447,295.00113,291.1541
1922-10,303.42514,301.06104,302.70773,296.5571,293.36273
1922-11,302.02618,299.60828,300.79785,297.3011,295.52692
1922-12,298.8904,298.97217,298.89163,296.96533,297.93738
1923-01,299.4895,299.2437,298.074,297.2995,298.2524
1923-02,298.6557,299.26544,298.51633,297.55524,298.18408
1923-03,298.48746,299.6298,297.62442,295.6112,297.00565
1923-04,298.07355,298.55823,296.4706,295.40765,292.7954
1923-05,297.9638,298.39404,294.44153,294.05756,289.56815
1923-06,297.2569,297.8729,293.5021,292.29498,289.35446
1923-07,297.047,298.4319,293.65176,292.011,287.84802
1923-08,298.90524,300.10236,296.89435,294.43634,289.31128
1923-09,301.46118,300.55127,299.88916,296.3993,291.71368
1923-10,300.52597,300.21396,300.56805,295.94592,293.31308
1923-11,300.01645,300.03067,299.80597,295.88702,296.40878
1923-12,298.70697,298.9511,299.81693,296.73932,297.6564
1924-01,299.3216,299.50748,298.86652,297.64615,299.19598
1924-02,299.15375,299.33975,298.04294,296.8637,298.14792
1924-03,299.09033,299.1737,298.87177,297.11343,297.47098
1924-04,298.88733,299.0827,297.3206,295.59705,293.29407
1924-05,298.6517,298.9406,294.75766,293.39807,289.42508
1924-06,297.9137,298.52502,293.80826,292.27063,288.33554
1924-07,298.05518,298.7851,293.8078,292.3584,287.7456
1924-08,299.02136,300.50977,296.60916,294.2627,289.68546
1924-09,302.44052,302.273,300.955,295.87115,291.9114
1924-10,302.424,300.50668,301.23212,296.1129,293.12585
1924-11,299.276,299.47882,299.42508,295.74353,295.45883
1924-12,299.54297,299.7304,298.1096,295.8957,298.12585
1925-01,298.74246,299.0732,299.01248,298.40912,299.21146
1925-02,299.32758,299.28882,299.41336,297.55975,297.93835
1925-03,298.8524,299.1659,297.9354,296.50922,296.279
1925-04,298.66922,298.80237,297.26596,295.70016,292.15094
1925-05,298.75095,298.60577,294.67792,293.7196,291.7708
1925-06,297.9074,298.13336,292.8807,291.856,287.65942
1925-07,298.6631,299.5276,293.99036,292.8184,287.13098
1925-08,298.8723,300.26593,297.2352,294.79904,290.18008
1925-09,302.29132,301.5933,300.71576,295.9571,291.68744
1925-10,303.4143,300.4112,301.26593,296.32092,292.50558
1925-11,300.30182,299.56683,300.21567,296.75726,295.7978
1925-12,299.44785,299.18494,298.00055,297.898,297.19852
1926-01,299.3653,298.90622,298.5611,297.30414,297.6632
1926-02,299.42102,299.22107,299.05078,297.8422,297.99945
1926-03,299.4934,299.12195,299.40958,297.40683,295.97012
1926-04,298.138,298.57825,297.12537,295.82184,293.83688
1926-05,298.85547,298.66418,295.46243,294.50153,291.01465
1926-06,298.48734,298.32947,293.4051,292.3835,286.8907
1926-07,298.14252,298.87823,294.3968,292.96255,288.77063
1926-08,300.2028,300.0423,297.73492,294.92554,289.75
1926-09,302.87634,300.36954,298.38504,295.50006,290.01215
1926-10,301.07642,299.91226,299.39838,295.22858,292.6034
1926-11,300.1322,299.1123,299.5585,295.43073,295.24628
1926-12,298.90985,298.58234,297.7272,296.33047,298.4848
1927-01,298.5923,298.76367,297.797,297.06628,298.6635
